Business Licence Number,Business ID,Address,Business Licence Type,Type of Residence,Licenced Date,Licenced Expiry Date,Status Description,longitude,latitude,Point
BL281381,16500787,817 8 AV NE,SHORT TERM RENTAL - TIER TWO,Single/detached house,2024-09-26T09:45:30,2025-09-26T09:45:30,Licensed,-114.04436672744254,51.05941171247058,POINT (-114.04436672744254 51.05941171247058)
BL271196,16363657,#802 201 1 ST SE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2023-07-18T10:00:33,2024-07-17T10:00:33,Expired,-114.06059373564963,51.0509312404186,POINT (-114.06059373564963 51.0509312404186)
BL273177,16391039,223 SAVANNA LN NE,SHORT TERM RENTAL - TIER ONE,Suite in a house,2023-09-19T10:46:30,2024-09-18T10:46:30,Expired,-113.96848110276687,51.134452692861565,POINT (-113.96848110276687 51.134452692861565)
BL270626,16356511,7416 22A ST SE,SHORT TERM RENTAL - TIER ONE,Suite in a house,2023-07-03T11:30:50,2024-07-02T11:30:50,Expired,-114.00420337927292,50.9859583764182,POINT (-114.00420337927292 50.9859583764182)
BL279013,16471948,2003 24 ST SW,SHORT TERM RENTAL - TIER ONE,Townhouse,2024-03-26T14:30:50,2025-03-26T14:30:50,Licensed,-114.11819730670427,51.03607718253717,POINT (-114.11819730670427 51.03607718253717)
BL271942,16375917,#7 3820 PARKHILL PL SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2023-08-13T19:07:43,2024-08-12T19:07:43,Expired,-114.06243798303821,51.020844046983584,POINT (-114.06243798303821 51.020844046983584)
BL258588,16192536,63 SKYVIEW POINT TC NE,SHORT TERM RENTAL - TIER ONE,Single/detached house,2023-08-04T18:17:31,2024-08-03T18:17:31,Closed,-113.95349928864766,51.16036999818156,POINT (-113.95349928864766 51.16036999818156)
BL280443,16489338,86 EDITH RO NW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2024-08-19T12:24:16,2025-08-19T12:24:16,Licensed,-114.16882005836146,51.18780682903995,POINT (-114.16882005836146 51.18780682903995)
BL275123,16417495,#1604 919 38 ST NE,SHORT TERM RENTAL - TIER ONE,Townhouse,2023-11-15T13:13:02,2024-11-14T13:13:02,Expired,-113.98036915859964,51.06184761094583,POINT (-113.98036915859964 51.06184761094583)
BL270679,16357238,#42 4740 DALTON DR NW,SHORT TERM RENTAL - TIER ONE,Townhouse,2023-07-04T13:32:56,2024-07-03T13:32:56,Closed,-114.15279342168715,51.10362660713783,POINT (-114.15279342168715 51.10362660713783)
BL278608,16466807,2406 RICHMOND RD SW,SHORT TERM RENTAL - TIER ONE,Duplex/triplex,2024-03-13T12:20:36,2025-03-13T12:20:36,Licensed,-114.11390116213182,51.030911458843825,POINT (-114.11390116213182 51.030911458843825)
BL273542,16396392,947 MAHOGANY BV SE,SHORT TERM RENTAL - TIER ONE,Duplex/triplex,2023-09-28T19:27:13,2024-09-27T19:27:13,Expired,-113.91111944937013,50.89190796405021,POINT (-113.91111944937013 50.89190796405021)
BL275815,16428948,16B AMBLESIDE CR NW,SHORT TERM RENTAL - TIER ONE,Legally registered suite,2023-12-15T12:21:23,2024-12-14T12:21:23,Licensed,-114.11009100248494,51.18489146042012,POINT (-114.11009100248494 51.18489146042012)
BL275186,16418139,145R MARTIN CROSSING MR NE,SHORT TERM RENTAL - TIER ONE,Single/detached house,2023-11-17T09:49:34,2024-11-16T09:49:34,Expired - Pending Recommendation,-113.96129302612091,51.1182873289626,POINT (-113.96129302612091 51.1182873289626)
BL282359,16511891,#4 232 20 AV NE,SHORT TERM RENTAL - TIER ONE,Duplex/triplex,2024-09-24T11:35:45,2025-09-24T11:35:45,Licensed,-114.05810285033645,51.07096303298963,POINT (-114.05810285033645 51.07096303298963)
BL258972,16196552,129B SAGE BLUFF MR NW,SHORT TERM RENTAL - TIER ONE,Suite in a house,2023-08-14T20:25:59,2024-08-13T20:25:59,Expired,-114.13938057196846,51.176916755877166,POINT (-114.13938057196846 51.176916755877166)
BL249542,16099459,940R CANNOCK RD SW,SHORT TERM RENTAL - TIER ONE,Suite in a house,2024-10-25T20:35:27,2025-10-25T20:35:27,Licensed,-114.0834896702501,50.94380039807473,POINT (-114.0834896702501 50.94380039807473)
BL279583,16478828,#1 1917 34 ST SW,SHORT TERM RENTAL - TIER ONE,Townhouse,2024-07-03T15:40:05,2025-07-03T15:40:05,Licensed,-114.13720604270962,51.037124988035764,POINT (-114.13720604270962 51.037124988035764)
BL280732,16492803,#560 519 17 AV SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2024-10-23T10:40:52,2025-10-23T10:40:52,Licensed,-114.07269392968581,51.03763083320694,POINT (-114.07269392968581 51.03763083320694)
BL281051,16496234,#307 505 19 AV SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2024-10-23T11:50:36,2025-10-23T11:50:36,Licensed,-114.07198637451258,51.035812744245554,POINT (-114.07198637451258 51.035812744245554)
BL284219,16535387,603R LIVINGSTON WY NE,SHORT TERM RENTAL - TIER ONE,Legally registered suite,2024-10-15T14:45:28,2025-10-15T14:45:28,Licensed,-114.05292333283052,51.18599415957055,POINT (-114.05292333283052 51.18599415957055)
BL283710,16528804,248R CORNERBROOK CM NE,SHORT TERM RENTAL - TIER ONE,Legally registered suite,2024-10-07T16:11:45,2025-10-07T16:11:45,Licensed,-113.93272771789684,51.15603797814018,POINT (-113.93272771789684 51.15603797814018)
BL263125,16266322,28 CORNERBROOK WY NE,SHORT TERM RENTAL - TIER ONE,Single/detached house,2023-12-29T23:10:22,2024-12-28T23:10:22,Licensed,-113.93304150631587,51.156551003686744,POINT (-113.93304150631587 51.156551003686744)
BL257096,16178113,104 38A AV SW,SHORT TERM RENTAL - TIER ONE,Duplex/triplex,2023-06-23T06:09:37,2024-06-22T06:09:37,Expired,-114.06460243063094,51.01978661719966,POINT (-114.06460243063094 51.01978661719966)
BL265173,16290082,#503 111 14 AV SE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2024-02-10T09:29:17,2025-02-09T09:29:17,Licensed,-114.06281956021752,51.03926949987163,POINT (-114.06281956021752 51.03926949987163)
BL273774,16399321,232 CITADEL HILLS PL NW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2023-10-05T15:34:46,2024-10-04T15:34:46,Closed,-114.16796027517503,51.13870719053579,POINT (-114.16796027517503 51.13870719053579)
BL270178,16349383,1216 7 ST SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2023-06-19T16:27:08,2024-06-18T16:27:08,Expired,-114.07882232591508,51.041118737646556,POINT (-114.07882232591508 51.041118737646556)
BL270617,16356073,141 EDGEVIEW RD NW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2023-07-02T21:27:47,2024-07-01T21:27:47,Expired,-114.15046682745243,51.12827471122568,POINT (-114.15046682745243 51.12827471122568)
BL275460,16421950,215R LUCAS HT NW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2023-11-27T11:42:56,2024-11-26T11:42:56,Closed,-114.07974043259547,51.190263304763086,POINT (-114.07974043259547 51.190263304763086)
BL279999,16483968,502 22 AV NW,SHORT TERM RENTAL - TIER ONE,Duplex/triplex,2024-05-24T12:51:31,2025-05-24T12:51:31,Licensed,-114.07184003462193,51.07254184525024,POINT (-114.07184003462193 51.07254184525024)
BL271414,16367468,34 SETON CM SE,SHORT TERM RENTAL - TIER ONE,Suite in a house,2024-07-24T18:33:07,2025-07-24T18:33:07,Licensed,-113.94797738701789,50.866371251119574,POINT (-113.94797738701789 50.866371251119574)
BL259513,16201915,#1805 1320 1 ST SE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2023-09-02T00:59:25,2024-09-01T00:59:25,Closed,-114.06061104811258,51.03976120034303,POINT (-114.06061104811258 51.03976120034303)
BL272926,16387649,301 SKYVIEW PY NE,SHORT TERM RENTAL - TIER ONE,Single/detached house,2023-09-11T21:40:38,2024-09-10T21:40:38,Expired,-113.95271514189506,51.14929067616183,POINT (-113.95271514189506 51.14929067616183)
BL231377,15872104,101A 24 AV SW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2024-02-01T14:33:29,2025-01-31T14:33:29,Licensed,-114.06435168045886,51.03110324135398,POINT (-114.06435168045886 51.03110324135398)
BL283946,16531774,22B SAGE BLUFF VW NW,SHORT TERM RENTAL - TIER ONE,Legally registered suite,2024-10-15T14:58:23,2025-10-15T14:58:23,Licensed,-114.13710599377818,51.18001177050609,POINT (-114.13710599377818 51.18001177050609)
BL272728,16385502,117 PANTEGO BA NW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2023-09-06T10:33:28,2024-09-05T10:33:28,Closed,-114.10261461299976,51.16388691560541,POINT (-114.10261461299976 51.16388691560541)
BL284378,16537334,#209 562 SETON CI SE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2024-11-01T14:54:29,2025-11-01T14:54:29,Licensed,-113.95198970154712,50.86469546131852,POINT (-113.95198970154712 50.86469546131852)
BL283389,16524530,#1601 1010 6 ST SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2024-09-26T15:35:54,2025-09-26T15:35:54,Licensed,-114.07608938917005,51.04332125479711,POINT (-114.07608938917005 51.04332125479711)
BL282393,16512360,50 ROYAL ELM RD NW,SHORT TERM RENTAL - TIER ONE,A bedroom in the home,2024-10-02T14:20:02,2025-10-02T14:20:02,Licensed,-114.22964136881431,51.142677921657175,POINT (-114.22964136881431 51.142677921657175)
BL270600,16355893,#405 1625 14 AV SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2023-07-01T09:30:55,2024-06-30T09:30:55,Expired,-114.09844492631163,51.04023829738663,POINT (-114.09844492631163 51.04023829738663)
BL263667,16272585,#2707 1010 6 ST SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2024-01-11T15:38:54,2025-01-10T15:38:54,Licensed,-114.0759786465116,51.04331377546088,POINT (-114.0759786465116 51.04331377546088)
BL238346,15954191,#3 211 VILLAGE TC SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2023-10-20T19:06:47,2024-10-19T19:06:47,Expired - Pending Recommendation,-114.16729692093283,51.05695590379249,POINT (-114.16729692093283 51.05695590379249)
BL277570,16453938,2129 8 AV SE,SHORT TERM RENTAL - TIER ONE,A bedroom in the home,2024-03-06T14:10:16,2025-03-06T14:10:16,Licensed,-114.01402667704637,51.03357299775669,POINT (-114.01402667704637 51.03357299775669)
BL258527,16191983,99 CARMEL CL NE,SHORT TERM RENTAL - TIER ONE,Single/detached house,2023-08-03T11:56:04,2024-08-02T11:56:04,Cancelled,-113.93445400226877,51.08862841166963,POINT (-113.93445400226877 51.08862841166963)
BL272545,16383374,997 NEW BRIGHTON GD SE,SHORT TERM RENTAL - TIER ONE,Townhouse,2023-08-30T20:14:21,2024-08-29T20:14:21,Expired - Pending Recommendation,-113.95203040243894,50.914941455531846,POINT (-113.95203040243894 50.914941455531846)
BL281539,16502767,#707 123 4 ST NE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2024-11-13T14:21:18,2025-11-13T14:21:18,Licensed,-114.05212964683005,51.05318954864304,POINT (-114.05212964683005 51.05318954864304)
BL270549,16355356,20 CREEKSTONE DR SW,SHORT TERM RENTAL - TIER ONE,Duplex/triplex,2023-06-29T15:41:54,2024-06-28T15:41:54,Closed,-114.06447279767131,50.86263589981509,POINT (-114.06447279767131 50.86263589981509)
BL271714,16372146,57R SHERVIEW PT NW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2023-08-03T16:15:58,2024-08-02T16:15:58,Expired - Pending Recommendation,-114.15294632796036,51.16377507172123,POINT (-114.15294632796036 51.16377507172123)
BL270179,16349391,11 CITADEL MEADOW CR NW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2023-06-19T18:18:27,2024-06-18T18:18:27,Closed,-114.17837499823459,51.149363311970866,POINT (-114.17837499823459 51.149363311970866)
BL275398,16420614,#1405 1188 3 ST SE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2023-11-23T22:33:27,2024-11-22T22:33:27,Expired,-114.05531817790647,51.041672473051335,POINT (-114.05531817790647 51.041672473051335)
BL282995,16519365,#6 1712 7 ST SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2024-10-25T10:15:37,2025-10-25T10:15:37,Licensed,-114.07903187282064,51.03725675519926,POINT (-114.07903187282064 51.03725675519926)
BL261014,16228983,92 AMBLESIDE CR NW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2023-10-23T09:42:01,2024-10-22T09:42:01,Expired,-114.10960657699883,51.18357780907692,POINT (-114.10960657699883 51.18357780907692)
BL274803,16413635,45B LUCAS GV NW,SHORT TERM RENTAL - TIER ONE,Suite in a house,2023-11-05T16:21:23,2024-11-04T16:21:23,Expired,-114.07695627374022,51.189124606855366,POINT (-114.07695627374022 51.189124606855366)
BL274044,16403214,295 CARRINGHAM WY NW,SHORT TERM RENTAL - TIER ONE,Suite in a house,2023-10-14T22:20:07,2024-10-13T22:20:07,Rejected,-114.09224448311218,51.18536137439538,POINT (-114.09224448311218 51.18536137439538)
BL282377,16512196,230B 25 AV NE,SHORT TERM RENTAL - TIER ONE,Legally registered suite,2024-09-20T15:36:03,2025-09-20T15:36:03,Licensed,-114.05818396037718,51.07538360978958,POINT (-114.05818396037718 51.07538360978958)
BL270683,16357295,6129 PENBROOKE DR SE,SHORT TERM RENTAL - TIER ONE,Duplex/triplex,2023-07-04T14:33:56,2024-07-03T14:33:56,Expired,-113.94484252050134,51.044969840363315,POINT (-113.94484252050134 51.044969840363315)
BL280970,16495368,133B NOLANHURST WY NW,SHORT TERM RENTAL - TIER ONE,Legally registered suite,2024-08-02T16:48:00,2025-08-02T16:48:00,Licensed,-114.1741783413222,51.18006717333316,POINT (-114.1741783413222 51.18006717333316)
BL283548,16526477,297 CARRINGSBY WY NW,SHORT TERM RENTAL - TIER TWO,Single/detached house,2024-09-13T14:10:42,2025-09-13T14:10:42,Licensed,-114.08987052179742,51.177527080757336,POINT (-114.08987052179742 51.177527080757336)
BL247323,16073728,36 EDGEBURN PL NW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2023-08-10T15:02:42,2024-08-09T15:02:42,Expired - Pending Recommendation,-114.15944098937817,51.13463691953322,POINT (-114.15944098937817 51.13463691953322)
BL272861,16386898,267 NOLANHURST CR NW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2023-09-09T17:04:13,2024-09-08T17:04:13,Expired - Pending Recommendation,-114.17472458349823,51.177874431704645,POINT (-114.17472458349823 51.177874431704645)
BL270389,16352429,1135B PENRITH CR SE,SHORT TERM RENTAL - TIER ONE,Suite in a house,2023-06-26T10:42:27,2024-06-25T10:42:27,Closed,-113.9491796705064,51.04291037053621,POINT (-113.9491796705064 51.04291037053621)
BL281794,16505240,334R SHERWOOD PL NW,SHORT TERM RENTAL - TIER ONE,Legally registered suite,2024-09-05T15:10:34,2025-09-05T15:10:34,Licensed,-114.15347694788977,51.15991150043683,POINT (-114.15347694788977 51.15991150043683)
BL284557,16539579,49B EVANSFIELD GA NW,SHORT TERM RENTAL - TIER ONE,Legally registered suite,2024-10-22T12:43:57,2025-10-22T12:43:57,Licensed,-114.11544437376021,51.1806949266047,POINT (-114.11544437376021 51.1806949266047)
BL280878,16494502,2738 6 AV NW,SHORT TERM RENTAL - TIER ONE,A bedroom in the home,2024-07-26T16:35:40,2025-07-26T16:35:40,Licensed,-114.12497831746649,51.05803435818607,POINT (-114.12497831746649 51.05803435818607)
BL278166,16461311,135B CARRINGWOOD MR NW,SHORT TERM RENTAL - TIER ONE,Legally registered suite,2024-03-21T16:15:42,2025-03-21T16:15:42,Licensed,-114.09402558160726,51.188726413393454,POINT (-114.09402558160726 51.188726413393454)
BL271928,16375628,150 CITYSCAPE WY NE,SHORT TERM RENTAL - TIER ONE,Single/detached house,2023-08-11T22:23:34,2024-08-10T22:23:34,Expired,-113.96245009521114,51.148769107416705,POINT (-113.96245009521114 51.148769107416705)
BL279508,16478034,#401 101 PANATELLA SQ NW,SHORT TERM RENTAL - TIER ONE,A bedroom in the home,2024-05-31T14:51:23,2025-05-31T14:51:23,Licensed,-114.07033323927327,51.16953980628804,POINT (-114.07033323927327 51.16953980628804)
BL274683,16411894,168B EVANSFIELD CL NW,SHORT TERM RENTAL - TIER ONE,Suite in a house,2023-11-01T17:07:16,2024-10-31T17:07:16,Rejected,-114.11621847760624,51.182540824496265,POINT (-114.11621847760624 51.182540824496265)
BL281104,16496853,39 SILVERADO RIDGE LI SW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2024-07-19T08:54:27,2025-07-19T08:54:27,Licensed,-114.08657408219362,50.88764955486488,POINT (-114.08657408219362 50.88764955486488)
BL278158,16461238,#908 735 12 AV SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2024-03-18T09:12:21,2025-03-18T09:12:21,Licensed,-114.07862927856162,51.04155563420085,POINT (-114.07862927856162 51.04155563420085)
BL278511,16465635,4011R CHARLESWOOD DR NW,SHORT TERM RENTAL - TIER ONE,Legally registered suite,2024-06-18T08:20:32,2025-06-18T08:20:32,Licensed,-114.11738550355706,51.08984953031849,POINT (-114.11738550355706 51.08984953031849)
BL276974,16446304,260B LIVINGSTON VW NW,SHORT TERM RENTAL - TIER ONE,Legally registered suite,2024-01-29T09:54:01,2025-01-28T09:54:01,Licensed,-114.07533612543673,51.19013079637275,POINT (-114.07533612543673 51.19013079637275)
BL275582,16423766,82B BELMONT MR SW,SHORT TERM RENTAL - TIER ONE,Suite in a house,2023-11-30T11:46:01,2024-11-29T11:46:01,Licensed,-114.06340395104628,50.87158692938032,POINT (-114.06340395104628 50.87158692938032)
BL259156,16198590,723 75 AV SW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2023-08-21T22:26:19,2024-08-20T22:26:19,Closed,-114.08082777187002,50.98584629271143,POINT (-114.08082777187002 50.98584629271143)
BL272647,16384513,#1209 155 SKYVIEW RANCH WY NE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2023-09-02T17:45:40,2024-09-01T17:45:40,Expired,-113.96357838038796,51.16401094085586,POINT (-113.96357838038796 51.16401094085586)
BL262595,16259962,60 SADDLELAKE MR NE,SHORT TERM RENTAL - TIER ONE,Single/detached house,2023-12-14T15:14:47,2024-12-13T15:14:47,Licensed,-113.92440916779307,51.130827216082025,POINT (-113.92440916779307 51.130827216082025)
BL270171,16349318,5129 17 AV NW,SHORT TERM RENTAL - TIER ONE,Duplex/triplex,2023-06-19T15:33:07,2024-06-18T15:33:07,Expired,-114.16757012233028,51.07620229597711,POINT (-114.16757012233028 51.07620229597711)
BL276098,16435224,34R AQUILA WY NW,SHORT TERM RENTAL - TIER ONE,Legally registered suite,2023-12-21T13:46:19,2024-12-20T13:46:19,Licensed,-114.1713643138511,51.18532995108319,POINT (-114.1713643138511 51.18532995108319)
BL265554,16294480,#403 201 1 ST SE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2024-02-17T17:35:51,2025-02-16T17:35:51,Licensed,-114.06049357509463,51.051011876189364,POINT (-114.06049357509463 51.051011876189364)
BL231402,15872385,3107 16 ST SW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2024-02-02T08:14:44,2025-02-01T08:14:44,Licensed,-114.09988212590028,51.02644723660879,POINT (-114.09988212590028 51.02644723660879)
BL271151,16362915,193 CRESTMONT DR SW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2024-07-15T13:01:07,2025-07-15T13:01:07,Licensed,-114.26869616849869,51.082971967785205,POINT (-114.26869616849869 51.082971967785205)
BL274361,16407678,332 COPPERHEAD WY SE,SHORT TERM RENTAL - TIER ONE,Single/detached house,2023-10-24T13:29:44,2024-10-23T13:29:44,Expired,-113.92363331991507,50.91243713056605,POINT (-113.92363331991507 50.91243713056605)
BL272700,16385098,30 COVEPARK CR NE,SHORT TERM RENTAL - TIER ONE,Suite in a house,2023-09-05T13:24:37,2024-09-04T13:24:37,Expired,-114.04975966789746,51.167065170763614,POINT (-114.04975966789746 51.167065170763614)
BL257493,16181943,9416 HIDDEN VALLEY DR NW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2023-07-04T09:25:24,2024-07-03T09:25:24,Expired,-114.1299672705351,51.14820356046915,POINT (-114.1299672705351 51.14820356046915)
BL282204,16509929,#609 135 13 AV SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2024-10-02T09:04:36,2025-10-02T09:04:36,Licensed,-114.06543252119994,51.04014585158718,POINT (-114.06543252119994 51.04014585158718)
BL277297,16449811,518B MASTERS RD SE,SHORT TERM RENTAL - TIER ONE,Legally registered suite,2024-02-12T11:23:54,2025-02-11T11:23:54,Closed,-113.91070560543518,50.89255034129705,POINT (-113.91070560543518 50.89255034129705)
BL259852,16205270,111 WOODFORD DR SW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2023-09-14T12:22:25,2024-09-13T12:22:25,Closed,-114.12080388779674,50.948831740206835,POINT (-114.12080388779674 50.948831740206835)
BL259907,16205742,#908 624 8 AV SE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2023-09-15T13:34:05,2024-09-14T13:34:05,Expired - Pending Recommendation,-114.04958748244205,51.045334802259966,POINT (-114.04958748244205 51.045334802259966)
BL282072,16508608,163 CHAPARRAL VALLEY WY SE,SHORT TERM RENTAL - TIER ONE,A bedroom in the home,2024-10-16T13:07:23,2025-10-16T13:07:23,Licensed,-114.01328803576116,50.88878171316967,POINT (-114.01328803576116 50.88878171316967)
BL276242,16436933,#2708 221 6 AV SE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2023-12-29T10:20:44,2024-12-28T10:20:44,Licensed,-114.0587858134723,51.047041409634424,POINT (-114.0587858134723 51.047041409634424)
BL264927,16286841,52 SILVERADO SADDLE AV SW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2024-02-06T15:48:39,2025-02-05T15:48:39,Licensed,-114.08025563119496,50.88339497603801,POINT (-114.08025563119496 50.88339497603801)
BL281751,16504706,75 SHERVIEW GV NW,SHORT TERM RENTAL - TIER ONE,A bedroom in the home,2024-09-05T15:09:30,2025-09-05T15:09:30,Licensed,-114.15896725970818,51.1651655951161,POINT (-114.15896725970818 51.1651655951161)
BL264591,16283087,22R SHANNON CR SW,SHORT TERM RENTAL - TIER ONE,Suite in a house,2024-01-31T09:46:09,2025-01-30T09:46:09,Licensed,-114.08468989428297,50.91088318759039,POINT (-114.08468989428297 50.91088318759039)
BL249265,16096331,1629 14 AV SW,SHORT TERM RENTAL - TIER ONE,Suite in a house,2023-10-15T16:09:30,2024-10-14T16:09:30,Closed,-114.09871026776617,51.04030789691783,POINT (-114.09871026776617 51.04030789691783)
BL249311,16096836,129 ROYAL OAK BA NW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2023-10-18T19:11:45,2024-10-17T19:11:45,Closed,-114.22282279881425,51.151405159233256,POINT (-114.22282279881425 51.151405159233256)
BL270614,16356040,188B CALHOUN CM NE,SHORT TERM RENTAL - TIER ONE,Duplex/triplex,2023-07-02T17:46:38,2024-07-01T17:46:38,Expired,-114.04901619687676,51.18620297102255,POINT (-114.04901619687676 51.18620297102255)
BL250960,16114183,210 RED EMBERS WY NE,SHORT TERM RENTAL - TIER ONE,Townhouse,2023-12-13T20:49:31,2024-12-12T20:49:31,Licensed,-113.95718847608875,51.16706089889811,POINT (-113.95718847608875 51.16706089889811)
BL257465,16181596,305 WALGROVE TC SE,SHORT TERM RENTAL - TIER ONE,Single/detached house,2023-06-30T14:13:22,2024-06-29T14:13:22,Expired,-114.01489100002297,50.8634507280077,POINT (-114.01489100002297 50.8634507280077)
BL273004,16388308,323 SAGE BLUFF DR NW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2023-09-13T15:58:49,2024-09-12T15:58:49,Expired,-114.1383750944195,51.18031190211372,POINT (-114.1383750944195 51.18031190211372)
BL269993,16346926,112B EDGEDALE DR NW,SHORT TERM RENTAL - TIER ONE,Suite in a house,2024-06-13T11:08:50,2025-06-13T11:08:50,Licensed,-114.1582869190053,51.12107742403787,POINT (-114.1582869190053 51.12107742403787)
BL274501,16409377,183 CHAPALINA ME SE,SHORT TERM RENTAL - TIER ONE,Suite in a house,2023-10-27T11:25:44,2024-10-26T11:25:44,Expired,-114.04399463126028,50.8774445347185,POINT (-114.04399463126028 50.8774445347185)
BL268042,16322398,154 HUNTERHORN DR NE,SHORT TERM RENTAL - TIER ONE,Single/detached house,2024-04-18T06:57:23,2025-04-18T06:57:23,Licensed,-114.05130580654424,51.11578365304088,POINT (-114.05130580654424 51.11578365304088)
BL270896,16359622,263 SAVANNA WY NE,SHORT TERM RENTAL - TIER ONE,Single/detached house,2023-07-08T14:08:34,2024-07-07T14:08:34,Expired,-113.96701080583226,51.13915586614007,POINT (-113.96701080583226 51.13915586614007)
BL237252,15942410,33 PANATELLA RO NW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2023-09-13T17:16:33,2024-09-12T17:16:33,Expired - Pending Recommendation,-114.07506236282119,51.171812857337976,POINT (-114.07506236282119 51.171812857337976)
BL273539,16396376,#807 1188 3 ST SE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2023-09-28T16:52:59,2024-09-27T16:52:59,Closed,-114.05531817790647,51.041672473051335,POINT (-114.05531817790647 51.041672473051335)
BL271114,16362345,#214 1800 26 AV SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2023-07-14T06:56:46,2024-07-13T06:56:46,Closed,-114.10216633944758,51.0306378258351,POINT (-114.10216633944758 51.0306378258351)
BL277548,16453227,177B CRANBROOK GD SE,SHORT TERM RENTAL - TIER ONE,Legally registered suite,2024-03-11T14:09:29,2025-03-11T14:09:29,Licensed,-113.97304267995784,50.85971746524285,POINT (-113.97304267995784 50.85971746524285)
BL280704,16492472,182B BELMONT DR SW,SHORT TERM RENTAL - TIER ONE,Legally registered suite,2024-10-30T09:04:38,2025-10-30T09:04:38,Licensed,-114.06518500443286,50.87239218968837,POINT (-114.06518500443286 50.87239218968837)
BL271215,16363806,45 MT DOUGLAS CI SE,SHORT TERM RENTAL - TIER ONE,Single/detached house,2023-07-18T15:25:54,2024-07-17T15:25:54,Expired - Pending Recommendation,-113.98396922448212,50.92556861438047,POINT (-113.98396922448212 50.92556861438047)
BL285768,16553919,763B CREEKSIDE BV SW,SHORT TERM RENTAL - TIER ONE,Legally registered suite,2024-10-31T14:36:13,2025-10-31T14:36:13,Licensed,-114.06771760374248,50.85911402047473,POINT (-114.06771760374248 50.85911402047473)
BL271150,16362907,#906 95 SKYVIEW CL NE,SHORT TERM RENTAL - TIER ONE,Townhouse,2023-07-16T11:42:38,2024-07-15T11:42:38,Expired,-113.95402246417586,51.15479952798141,POINT (-113.95402246417586 51.15479952798141)
BL255042,16156366,812 LYSANDER DR SE,SHORT TERM RENTAL - TIER ONE,Single/detached house,2024-04-20T16:05:18,2025-04-20T16:05:18,Licensed,-114.0209661879481,50.993598896061,POINT (-114.0209661879481 50.993598896061)
BL286080,16557225,#4113 550 BELMONT ST SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2024-11-12T14:35:22,2025-11-12T14:35:22,Licensed,-114.05980616969747,50.867633909166024,POINT (-114.05980616969747 50.867633909166024)
BL273805,16399875,560 NORTHMOUNT DR NW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2023-10-06T14:55:54,2024-10-05T14:55:54,Expired - Pending Recommendation,-114.0858618334995,51.08818297113732,POINT (-114.0858618334995 51.08818297113732)
BL272226,16379331,56 NOLANCREST MR NW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2024-08-20T20:01:51,2025-08-20T20:01:51,Licensed,-114.16851587900108,51.177241811985596,POINT (-114.16851587900108 51.177241811985596)
